123021508766900567381300900077987521233,1580976677.6240783
106932389135330218499502551126369224455,1580976678.2635362
97977918010599335497726725146891700975,1580976678.7641485
254718421536680221028207180714515852196,1580976679.2843194
168131837779596476646008817015447176588,1580976679.7655246
290548248027218801456844208636919921223,1580976680.1272645
160948268284394234607163915035638537799,1580976681.128509
241546467928887129261649577241069903182,1580976682.1297615
201201504808247451928874096386605670294,1580976682.7893765
263023695910815583558402677519204131885,1580976683.7705064
135704678059734482206690749798190752032,1580976684.2713406
274544393849636790814019524258834732435,1580976684.791848
26421723018134675751001636687999370956,1580976685.2724817
3013238675123839757544675684029319578,1580976685.793117
123405977816004191984677154888790358926,1580976686.2937353
125257849358038684092678606908816580995,1580976686.7739727
116929807928992465600270104820406560569,1580976687.2950895
45078990901956088638375716710993606901,1580976687.795615
265606297577726367260722127754872133197,1580976688.137356
210756347001500366399852460067234748919,1580976688.2962856
181325877875734623376062098118670003921,1580976688.7764242
228248250701664123691660701391737323820,1580976688.9807994
57002069554931109561534989366466378116,1580976689.2770944
30781342626542822965451242879405144872,1580976689.4813955
151329088775776772260103126884532897564,1580976689.9821143
189702570587831404203414003397295596892,1580976690.277913
64429709108994338049968596146227763258,1580976690.7784722
134617249487950042377553541939782663759,1580976690.982854
44594830103735360577974614308349287994,1580976691.2996116
149589009028679248700868399204656973415,1580976691.8003583
288746590323058191518788913630806020803,1580976692.1420355
98695237116742418966063224824113617891,1580976692.4848578
207218895520189638494662199514464702090,1580976692.7811224
120195738197069820353853520212050431332,1580976693.302548
261896180054592882804797676753194445483,1580976693.7819173
97130029487095919727249535901231628685,1580976694.2825506
113371519433426370416316761542634235252,1580976694.4873526
183654122407750370346292258211294097722,1580976694.8045063
210075505836264404403912915609765279761,1580976695.1458037
99102304747788795572814352737574638345,1580976695.488526
297921167160717363975508366869060866602,1580976695.8057156
252815866065925979149315411308860344184,1580976696.2851467
101952704248067343799080417667627046524,1580976696.785856
99402845354828617204674032936656753078,1580976696.9903216
143198105890237110060967618249626895406,1580976697.2865891
20683144746013974767689163161560849296,1580976697.7871296
214745566823643469203555795389332035715,1580976698.2879384
15211142795765127768808926602125213931,1580976698.6501718
37302361494886681112423271985978272590,1580976698.9927335
46290039029929685094002918020996854589,1580976699.6512797
1281809569684814946584072319715985243,1580976700.1519175
55350194778898283738798931885111592377,1580976700.3105834
296319728727055261851927407645098932646,1580976700.6525316
225310283603220903865490510982129166493,1580976700.9953215
296562692688918320596978125343157320768,1580976701.291117
200532165602469117585924861752119963005,1580976701.6539292
76046150017940313074850493637094816575,1580976702.3132246
161413062212202763547676862018952753528,1580976702.7929616
79011069666908795052166342503505632729,1580976703.3141775
194804823434688730284703020755169556913,1580976703.6559184
122573244597739643616010241550329836704,1580976704.2945962
286318317186374812122824505104627722514,1580976704.4995031
139447484900064599715157666823190095906,1580976704.795335
108485393785593289186410430358232647736,1580976704.9999526
20838653326698469454370260594887302694,1580976705.500863
81617008673480454629872841082677965642,1580976705.7965417
50044789475073627641271524640280802211,1580976706.0012934
337502403780139644726835907377219637789,1580976706.297252
83014527317189145755136744707842002050,1580976706.6593928
32168894413731854804525659898003077428,1580976707.1600957
140882136332432485230713779521975703198,1580976707.7992404
235430520408024068628348462799711059755,1580976708.1612473
324088211093970208795712226285222048465,1580976708.800799
25264562422805764795713470363641978786,1580976709.1625745
236439451354138076531857532820530661305,1580976709.321701
27744439244108171041329960711856290562,1580976709.6634262
201145271180389455325006521229844375357,1580976710.3021262
275267366245392745984984358985994822130,1580976710.5067828
253778038803465435695010366200490054608,1580976710.8025432
164328021108307640708956292001083517672,1580976711.3031106
120456648071604186914219419616001123710,1580976711.5082254
89453373827274940396420718893787032639,1580976711.8037467
201020866724759516686866876781469640918,1580976712.166475
322079129821839926434918070973917248954,1580976712.3253362
116429303638073710053443469545604304506,1580976712.8261588
33751378537270722643943999036159925029,1580976713.326723
76265920937662154062146893085773992854,1580976713.6684024
259367349610810609378122534575128515086,1580976714.1693132
193207096502038264552517884331430754715,1580976714.5120373
171118857196727684360095019703569346707,1580976714.828531
226223479764365776891497827772203120856,1580976715.170146
144800389455596274277365065637068607664,1580976715.5132756
326998486944069431727745175368827845451,1580976715.8084967
303179491556560183406454715095536906375,1580976716.1713853
295661104280550948834200639639370914324,1580976716.810107
105924955326526082959530539408367694415,1580976717.0155885
135953647107297058354067177347406988465,1580976717.3108459
150284515930260189439569810249242258508,1580976717.6730661
99037315862734635170241323216993506216,1580976717.832399
48064893304205453090099571111476530680,1580976718.3330016
216270647489871380982236793893971826142,1580976719.017971
261497331093001282378547552931635532776,1580976719.333961
300519074830811949296949200509700119444,1580976719.6752827
40734357790089927935362942954165805695,1580976720.0187738
205578486707352917697031525486553867851,1580976720.3352528
19357976844985199972317066534030520938,1580976720.8145158
163795212696862660446354210545396453955,1580976721.1772318
334436987150255400800341905936306434964,1580976721.5207222
234153661079518322608905889626494945163,1580976721.815782
257693174637591218523416514431829071174,1580976722.0213401
104132698892544791757620809779673986111,1580976722.5219843
320640719930497081165338401683122080010,1580976722.8170717
206263114060197173225661857270063563073,1580976723.3178258
108821083349031083519509813326863164180,1580976723.5233777
232893442215649141650646379906999587027,1580976723.8178718
322776953428305582858452408365170516318,1580976724.1810832
143618734565466767028804613451577655308,1580976724.3406441
8084043373853718989843513697888141559,1580976724.841248
26070012698707906344555678085905039093,1580976725.1824589
33975449504871367679532352933691395150,1580976725.3418813
74148260239442110364593501935076981580,1580976725.8204265
131891411852187686091547150514811971796,1580976726.0261233
32800779736269389088564941099726853459,1580976726.3210344
93785870128080135613704741512025419250,1580976726.526693
92499495923255581047121360677744522283,1580976726.8438268
315987126010931106831907301445981874772,1580976727.1845512
225091337442645459168728113043814258642,1580976727.3443758
171383735058204392860102901331156827949,1580976727.822511
225384193199470575970834028732520663001,1580976728.1859179
322802234160452386849662215730365593384,1580976728.345617
161544843102273108566297862243981928335,1580976729.0297987
261635044034921518809593950106232586154,1580976729.5301852
6416720622077547382473876515693313702,1580976729.8471777
145275451159260108756239440012095585267,1580976730.32577
116487220715638975527081974867624837892,1580976730.5313025
12024924984342588712827797648844027350,1580976730.8483658
200092765755798812208854206566746619832,1580976731.1892366
201537618856341006147323792065591350034,1580976731.6898816
306451318750691139927430962921063172226,1580976731.8499966
156619572865542140374851193041003178712,1580976732.1905618
186416134569277895927992488443896708530,1580976732.8515742
4330546417739156863639997034226975466,1580976733.329048
264810075222302212657173396533400634785,1580976733.534815
147873246206719550027590851217418521902,1580976734.0354068
182877090371994372823229632671086120262,1580976734.3299277
285465279045990924579636522726853831453,1580976734.6938777
76516156286534925116757647281000742892,1580976734.853873
104982702108604445018505568051433782662,1580976735.6947625
215592571676459949199195071943627992360,1580976736.0379896
285941095677060112143460996199062378407,1580976736.5382338
172204105262202383135900980706464787861,1580976737.3337753
131481869720112251165226062511081370001,1580976738.0400238
14648047008967062646657892135436176253,1580976739.5419216
22478836745040415542146536299203447440,1580976741.0432289
64130478152680086589934451920061327904,1580976742.044505
74559495240685696781620909227707042242,1580976743.5463588
293525844929772122997230942476614962283,1580976745.0480416
