5,5,0.0004943407536036097
5,6,0.0005372166633605957
5,8,0.000684352482066435
5,12,0.000734145123659653
5,16,0.0010163129774753475
5,20,0.0013281215902017495
6,5,0.0005659765839965025
6,6,0.0006727795179024458
6,8,0.0006403622326550183
6,12,0.0007472715504541745
6,16,0.0009697918819003415
6,20,0.001134210531022169
8,5,0.0003817107825152642
8,6,0.0006492034946341095
8,8,0.0007357188235924865
8,12,0.0010310262604846098
8,16,0.0011213241063247417
8,20,0.0010011468007496296
12,5,0.0004158705736683533
12,6,0.0006737020252489119
12,8,0.000700279570081104
12,12,0.0008668448295916988
16,5,0.0005596578708538917
16,6,0.000511993750628749
16,8,0.0008129554773740492
20,5,0.0005408985834372671
20,6,0.0006178076420882591
20,8,0.0005898977058921111



